GEO_ID	NAME	ZIP	S1901_C01_012E	S1901_C01_012M	S1901_C01_013E	S1901_C01_013M
id	Geographic Area Name	Zip Code	Estimate!!Households!!Median income (dollars)	Margin of Error!!Households MOE!!Median income (dollars)	Estimate!!Households!!Mean income (dollars)	Margin of Error!!Households MOE!!Mean income (dollars)
8600000US00601	ZCTA5 00601	00601	13092	1049	18893	1780
8600000US00602	ZCTA5 00602	00602	16358	1082	25019	1706
8600000US00603	ZCTA5 00603	00603	16603	963	28089	2197
8600000US00606	ZCTA5 00606	00606	12832	2393	16419	1814
8600000US00610	ZCTA5 00610	00610	19309	1555	26909	1770
8600000US00612	ZCTA5 00612	00612	18171	944	25370	1372
8600000US00616	ZCTA5 00616	00616	16018	2211	24096	3644
8600000US00617	ZCTA5 00617	00617	16735	1795	23260	1906
8600000US00622	ZCTA5 00622	00622	15206	1774	30086	9805
8600000US00623	ZCTA5 00623	00623	16280	1084	24191	1641
8600000US00624	ZCTA5 00624	00624	17578	1515	24897	1681
8600000US00627	ZCTA5 00627	00627	16831	996	26926	2839
8600000US00631	ZCTA5 00631	00631	9681	2830	16698	4398
8600000US00637	ZCTA5 00637	00637	16887	1731	25245	1954
8600000US00638	ZCTA5 00638	00638	14916	1612	22000	2880
8600000US00641	ZCTA5 00641	00641	16795	1139	22726	1480
8600000US00646	ZCTA5 00646	00646	29320	3963	47960	3986
8600000US00647	ZCTA5 00647	00647	13674	1285	17027	1931
8600000US00650	ZCTA5 00650	00650	19631	3082	24338	2403
8600000US00652	ZCTA5 00652	00652	21650	2388	27835	4173
8600000US00653	ZCTA5 00653	00653	12915	1420	18700	2854
8600000US00656	ZCTA5 00656	00656	16902	1342	23295	1480
8600000US00659	ZCTA5 00659	00659	17201	1310	27665	2203
8600000US00660	ZCTA5 00660	00660	19394	2271	27632	3085
8600000US00662	ZCTA5 00662	00662	17180	1326	24342	1830
8600000US00664	ZCTA5 00664	00664	15253	2928	20670	2297
8600000US00667	ZCTA5 00667	00667	13766	1045	19838	1683
8600000US00669	ZCTA5 00669	00669	14816	1676	22513	2484
8600000US00670	ZCTA5 00670	00670	13427	2770	20065	2816
8600000US00674	ZCTA5 00674	00674	19211	1991	27906	1762
8600000US00676	ZCTA5 00676	00676	14146	1309	23261	3343
8600000US00677	ZCTA5 00677	00677	21673	3954	28509	2654
8600000US00678	ZCTA5 00678	00678	16200	2190	24348	2978
8600000US00680	ZCTA5 00680	00680	13911	751	24073	1873
8600000US00682	ZCTA5 00682	00682	15029	1829	28033	2126
8600000US00683	ZCTA5 00683	00683	15523	1663	24587	2334
8600000US00685	ZCTA5 00685	00685	14617	949	22279	2201
8600000US00687	ZCTA5 00687	00687	20589	1205	27362	1907
8600000US00688	ZCTA5 00688	00688	17231	1840	23143	1826
8600000US00690	ZCTA5 00690	00690	17622	5325	25981	4389
8600000US00692	ZCTA5 00692	00692	19094	1195	33845	3318
8600000US00693	ZCTA5 00693	00693	19119	1070	27788	1666
8600000US00694	ZCTA5 00694	00694	-	**	N	N
8600000US00698	ZCTA5 00698	00698	15019	1086	21994	1059
8600000US00703	ZCTA5 00703	00703	17129	1542	26613	3135
8600000US00704	ZCTA5 00704	00704	14293	1877	19703	2551
8600000US00705	ZCTA5 00705	00705	19516	1383	27468	2458
8600000US00707	ZCTA5 00707	00707	19596	3574	25494	4456
8600000US00714	ZCTA5 00714	00714	17095	2179	21803	1971
8600000US00715	ZCTA5 00715	00715	13070	1684	17954	4308
8600000US00716	ZCTA5 00716	00716	18818	1619	34864	3919
8600000US00717	ZCTA5 00717	00717	12251	1529	23360	1930
8600000US00718	ZCTA5 00718	00718	19318	1806	24985	2150
8600000US00719	ZCTA5 00719	00719	19757	2319	25912	1946
8600000US00720	ZCTA5 00720	00720	13408	1257	20729	2101
8600000US00723	ZCTA5 00723	00723	15826	1839	22598	2056
8600000US00725	ZCTA5 00725	00725	20920	1142	32734	1558
8600000US00727	ZCTA5 00727	00727	31401	1729	44456	3020
8600000US00728	ZCTA5 00728	00728	19047	948	26589	1614
8600000US00729	ZCTA5 00729	00729	20920	1473	32349	2543
8600000US00730	ZCTA5 00730	00730	15431	821	27953	3301
8600000US00731	ZCTA5 00731	00731	17083	3436	28562	5822
8600000US00735	ZCTA5 00735	00735	19184	2673	32298	6847
8600000US00736	ZCTA5 00736	00736	21000	1371	30071	1442
8600000US00738	ZCTA5 00738	00738	19404	1339	29302	3028
8600000US00739	ZCTA5 00739	00739	20098	1581	30552	2034
8600000US00740	ZCTA5 00740	00740	13136	5186	16074	3110
8600000US00741	ZCTA5 00741	00741	22073	8347	26864	3130
8600000US00745	ZCTA5 00745	00745	22782	1256	30823	1828
8600000US00751	ZCTA5 00751	00751	17567	1526	23747	1775
8600000US00754	ZCTA5 00754	00754	18895	1551	27659	2140
8600000US00757	ZCTA5 00757	00757	17640	2025	27372	2750
8600000US00765	ZCTA5 00765	00765	15271	2912	22694	3312
8600000US00766	ZCTA5 00766	00766	19746	1446	29675	5059
8600000US00767	ZCTA5 00767	00767	15999	1365	22901	1791
8600000US00769	ZCTA5 00769	00769	19928	2071	27878	1908
8600000US00771	ZCTA5 00771	00771	21499	1776	30202	2537
8600000US00772	ZCTA5 00772	00772	15658	1167	21300	1376
8600000US00773	ZCTA5 00773	00773	20829	2080	29220	2077
8600000US00775	ZCTA5 00775	00775	23281	4377	27801	3545
8600000US00777	ZCTA5 00777	00777	19139	1610	25608	1502
8600000US00778	ZCTA5 00778	00778	33763	2375	49325	4851
8600000US00780	ZCTA5 00780	00780	24287	3232	39409	8272
8600000US00782	ZCTA5 00782	00782	12492	1329	17780	1557
8600000US00783	ZCTA5 00783	00783	14748	1363	21241	1553
8600000US00784	ZCTA5 00784	00784	16680	1313	25005	2164
8600000US00786	ZCTA5 00786	00786	-	**	32691	14662
8600000US00791	ZCTA5 00791	00791	19793	1105	31091	3223
8600000US00794	ZCTA5 00794	00794	15970	1628	22969	2497
8600000US00795	ZCTA5 00795	00795	20700	1095	29181	2065
8600000US00901	ZCTA5 00901	00901	20943	3359	66882	12542
8600000US00906	ZCTA5 00906	00906	102917	38673	95583	25897
8600000US00907	ZCTA5 00907	00907	33167	4534	67930	8801
8600000US00909	ZCTA5 00909	00909	16875	2691	30136	3803
8600000US00911	ZCTA5 00911	00911	32833	4575	56272	8089
8600000US00912	ZCTA5 00912	00912	22268	3482	37092	5253
8600000US00913	ZCTA5 00913	00913	6878	2268	18381	4039
8600000US00915	ZCTA5 00915	00915	13839	951	21287	3163
8600000US00917	ZCTA5 00917	00917	14307	1172	29188	6772
8600000US00918	ZCTA5 00918	00918	23434	3449	41252	3652
8600000US00920	ZCTA5 00920	00920	25841	1838	34757	2402
8600000US00921	ZCTA5 00921	00921	19358	1517	30302	2705
8600000US00923	ZCTA5 00923	00923	14241	1093	24911	4504
8600000US00924	ZCTA5 00924	00924	18832	1762	31658	2293
8600000US00925	ZCTA5 00925	00925	9468	1562	21623	6703
8600000US00926	ZCTA5 00926	00926	34781	1608	59260	2931
8600000US00927	ZCTA5 00927	00927	33502	2665	54472	5416
8600000US00934	ZCTA5 00934	00934	-	**	N	N
8600000US00936	ZCTA5 00936	00936	-	**	-	**
8600000US00949	ZCTA5 00949	00949	26392	1153	35713	1708
8600000US00950	ZCTA5 00950	00950	-	**	-	**
8600000US00951	ZCTA5 00951	00951	-	**	-	**
8600000US00952	ZCTA5 00952	00952	14911	1812	21856	2193
8600000US00953	ZCTA5 00953	00953	29146	1461	42449	1952
8600000US00956	ZCTA5 00956	00956	23149	1325	31000	1207
8600000US00957	ZCTA5 00957	00957	24612	1637	34386	1719
8600000US00959	ZCTA5 00959	00959	30049	2019	40487	2406
8600000US00960	ZCTA5 00960	00960	-	**	-	**
8600000US00961	ZCTA5 00961	00961	29197	2369	42875	2806
8600000US00962	ZCTA5 00962	00962	16062	1227	25927	1761
8600000US00965	ZCTA5 00965	00965	14821	1703	25662	7250
8600000US00966	ZCTA5 00966	00966	47315	3796	84157	11648
8600000US00968	ZCTA5 00968	00968	48175	8907	77584	11049
8600000US00969	ZCTA5 00969	00969	51910	3409	77646	5078
8600000US00971	ZCTA5 00971	00971	20608	1638	36003	4510
8600000US00976	ZCTA5 00976	00976	31304	1046	43468	2671
8600000US00979	ZCTA5 00979	00979	36270	4493	60134	6313
8600000US00982	ZCTA5 00982	00982	24970	2555	31817	2150
8600000US00983	ZCTA5 00983	00983	26259	2216	34298	1535
8600000US00985	ZCTA5 00985	00985	25338	1308	34030	1736
8600000US00987	ZCTA5 00987	00987	33042	2029	43558	2464
8600000US01001	ZCTA5 01001	01001	62144	5097	78870	4937
8600000US01002	ZCTA5 01002	01002	55858	6890	85653	5028
8600000US01003	ZCTA5 01003	01003	"2,500-"	***	N	N
8600000US01005	ZCTA5 01005	01005	68278	9535	94293	10094
8600000US01007	ZCTA5 01007	01007	93300	4630	114222	7773
8600000US01008	ZCTA5 01008	01008	75250	11819	85155	9029
8600000US01009	ZCTA5 01009	01009	81250	47876	77654	27532
8600000US01010	ZCTA5 01010	01010	84471	14677	98962	12492
8600000US01011	ZCTA5 01011	01011	64904	16599	77938	10003
8600000US01012	ZCTA5 01012	01012	64091	10801	79291	15316
8600000US01013	ZCTA5 01013	01013	40594	3134	55988	3971
8600000US01020	ZCTA5 01020	01020	58226	2647	70381	3837
8600000US01022	ZCTA5 01022	01022	41863	5923	52661	6688
8600000US01026	ZCTA5 01026	01026	55268	8770	68135	8232
8600000US01027	ZCTA5 01027	01027	62772	5581	81225	6894
8600000US01028	ZCTA5 01028	01028	88442	2952	103313	7591
8600000US01029	ZCTA5 01029	01029	72813	45057	82166	19103
8600000US01030	ZCTA5 01030	01030	74139	4181	92404	6569
8600000US01031	ZCTA5 01031	01031	42188	9786	63356	12122
8600000US01032	ZCTA5 01032	01032	80500	13923	79783	9701
8600000US01033	ZCTA5 01033	01033	95987	13215	106998	14152
8600000US01034	ZCTA5 01034	01034	84926	8163	96256	6224
8600000US01035	ZCTA5 01035	01035	64276	11982	96514	17069
8600000US01036	ZCTA5 01036	01036	85943	6684	104410	10253
8600000US01037	ZCTA5 01037	01037	96302	12131	101734	17160
8600000US01038	ZCTA5 01038	01038	66818	9321	82873	8920
8600000US01039	ZCTA5 01039	01039	77679	25154	99023	18196
8600000US01040	ZCTA5 01040	01040	40656	2831	58425	2778
8600000US01050	ZCTA5 01050	01050	63427	7507	75890	7491
8600000US01053	ZCTA5 01053	01053	59074	9103	80090	15452
8600000US01054	ZCTA5 01054	01054	91500	8386	124037	11785
8600000US01056	ZCTA5 01056	01056	72040	5869	84787	5010
8600000US01057	ZCTA5 01057	01057	82444	6965	94287	5241
8600000US01060	ZCTA5 01060	01060	60020	5789	85478	5921
8600000US01062	ZCTA5 01062	01062	73954	7268	96383	8995
8600000US01063	ZCTA5 01063	01063	-	**	-	**
8600000US01066	ZCTA5 01066	01066	-	**	N	N
8600000US01068	ZCTA5 01068	01068	84375	8618	97402	6846
8600000US01069	ZCTA5 01069	01069	63398	11848	76135	5212
8600000US01070	ZCTA5 01070	01070	53750	8560	70856	9940
8600000US01071	ZCTA5 01071	01071	75491	4754	82176	9012
8600000US01072	ZCTA5 01072	01072	78696	8974	90739	8218
8600000US01073	ZCTA5 01073	01073	93854	16622	118405	16451
8600000US01074	ZCTA5 01074	01074	64840	47356	69852	17406
8600000US01075	ZCTA5 01075	01075	65898	6021	83301	4732
8600000US01077	ZCTA5 01077	01077	77734	10203	95372	7788
8600000US01079	ZCTA5 01079	01079	31875	6850	63468	27148
8600000US01080	ZCTA5 01080	01080	58139	17009	69715	13393
8600000US01081	ZCTA5 01081	01081	54647	9301	69192	7884
8600000US01082	ZCTA5 01082	01082	54107	5587	68449	4595
8600000US01083	ZCTA5 01083	01083	70288	38371	74678	15112
8600000US01084	ZCTA5 01084	01084	83750	26791	111520	40906
8600000US01085	ZCTA5 01085	01085	64026	4192	82468	3462
8600000US01086	ZCTA5 01086	01086	-	**	-	**
8600000US01088	ZCTA5 01088	01088	47232	22062	54022	15531
8600000US01089	ZCTA5 01089	01089	51472	4166	72502	4206
8600000US01092	ZCTA5 01092	01092	79907	28048	89246	21664
8600000US01093	ZCTA5 01093	01093	89643	44292	136228	44249
8600000US01094	ZCTA5 01094	01094	25104	13074	46300	16732
8600000US01095	ZCTA5 01095	01095	107361	7045	128416	11398
8600000US01096	ZCTA5 01096	01096	83080	7967	100853	12531
8600000US01097	ZCTA5 01097	01097	-	**	37067	22845
8600000US01098	ZCTA5 01098	01098	78393	10229	90288	9087
8600000US01103	ZCTA5 01103	01103	18338	5650	36617	6436
8600000US01104	ZCTA5 01104	01104	31113	1845	50060	4932
8600000US01105	ZCTA5 01105	01105	19921	2091	29784	2927
8600000US01106	ZCTA5 01106	01106	111545	8327	150501	13195
8600000US01107	ZCTA5 01107	01107	27131	3496	42553	4014
8600000US01108	ZCTA5 01108	01108	40915	4067	55405	3673
8600000US01109	ZCTA5 01109	01109	34329	1894	46688	2337
8600000US01118	ZCTA5 01118	01118	61786	5888	78442	5295
8600000US01119	ZCTA5 01119	01119	44091	7868	60776	5700
8600000US01128	ZCTA5 01128	01128	61875	11027	82404	13930
8600000US01129	ZCTA5 01129	01129	61645	5996	71121	5918
8600000US01151	ZCTA5 01151	01151	41002	2905	50188	4171
8600000US01199	ZCTA5 01199	01199	-	**	-	**
8600000US01201	ZCTA5 01201	01201	49385	2170	67687	2629
8600000US01220	ZCTA5 01220	01220	49301	3649	64283	4536
8600000US01222	ZCTA5 01222	01222	69432	22426	73801	13850
8600000US01223	ZCTA5 01223	01223	75852	10138	93111	9024
8600000US01224	ZCTA5 01224	01224	37576	35499	34156	14842
8600000US01225	ZCTA5 01225	01225	68264	13058	77583	9718
8600000US01226	ZCTA5 01226	01226	59875	9942	82283	9388
8600000US01229	ZCTA5 01229	01229	-	**	32656	15654
8600000US01230	ZCTA5 01230	01230	67674	9435	86181	9083
8600000US01235	ZCTA5 01235	01235	66581	4896	82428	6692
8600000US01236	ZCTA5 01236	01236	65833	18230	103014	32649
8600000US01237	ZCTA5 01237	01237	78194	12060	89514	12244
8600000US01238	ZCTA5 01238	01238	72744	13685	88539	7915
8600000US01240	ZCTA5 01240	01240	72766	13163	103514	15181
8600000US01242	ZCTA5 01242	01242	85789	51254	83180	19849
8600000US01243	ZCTA5 01243	01243	69167	31886	100414	36592
8600000US01244	ZCTA5 01244	01244	55417	36670	64115	30978
8600000US01245	ZCTA5 01245	01245	75167	15207	113087	19221
8600000US01247	ZCTA5 01247	01247	41807	3150	58425	4611
8600000US01253	ZCTA5 01253	01253	77375	16705	94443	10417
8600000US01254	ZCTA5 01254	01254	85313	19942	137232	25411
8600000US01255	ZCTA5 01255	01255	69135	15880	95760	10730
8600000US01256	ZCTA5 01256	01256	60197	8104	74963	7718
8600000US01257	ZCTA5 01257	01257	94625	28335	114738	24123
8600000US01258	ZCTA5 01258	01258	67500	19536	86125	17349
8600000US01259	ZCTA5 01259	01259	60625	37058	114977	24908
8600000US01260	ZCTA5 01260	01260	115208	76459	97512	33794
8600000US01262	ZCTA5 01262	01262	31144	4720	70993	22740
8600000US01264	ZCTA5 01264	01264	66875	16020	129121	37888
8600000US01266	ZCTA5 01266	01266	71989	8378	99441	13740
8600000US01267	ZCTA5 01267	01267	82863	12109	106997	11657
8600000US01270	ZCTA5 01270	01270	83333	16601	112009	19765
8600000US01301	ZCTA5 01301	01301	49312	4240	65267	4112
8600000US01330	ZCTA5 01330	01330	71346	6718	97618	13157
8600000US01331	ZCTA5 01331	01331	57164	6407	68944	3886
8600000US01337	ZCTA5 01337	01337	67470	2775	84012	6813
8600000US01338	ZCTA5 01338	01338	60625	25669	65634	22495
8600000US01339	ZCTA5 01339	01339	61500	10281	75316	9867
8600000US01340	ZCTA5 01340	01340	55980	3045	72255	8677
8600000US01341	ZCTA5 01341	01341	100417	14273	125683	16213
8600000US01342	ZCTA5 01342	01342	77202	33088	99663	26502
8600000US01343	ZCTA5 01343	01343	76250	29662	69458	25386
8600000US01344	ZCTA5 01344	01344	61359	10915	71300	5800
8600000US01346	ZCTA5 01346	01346	63036	10255	79080	11210
8600000US01347	ZCTA5 01347	01347	54250	19888	60591	20270
8600000US01349	ZCTA5 01349	01349	64219	11346	73824	11066
8600000US01350	ZCTA5 01350	01350	26458	6786	41919	14538
8600000US01351	ZCTA5 01351	01351	78849	14144	85970	11928
8600000US01354	ZCTA5 01354	01354	67083	9959	84268	11999
8600000US01355	ZCTA5 01355	01355	68250	10535	84343	11043
8600000US01360	ZCTA5 01360	01360	72083	15894	89564	11868
8600000US01364	ZCTA5 01364	01364	46405	5181	62725	5268
8600000US01366	ZCTA5 01366	01366	68405	4443	86021	9127
8600000US01367	ZCTA5 01367	01367	54500	10756	67150	10877
8600000US01368	ZCTA5 01368	01368	72083	14636	82135	10263
8600000US01370	ZCTA5 01370	01370	57083	5739	84279	20028
8600000US01373	ZCTA5 01373	01373	73639	12574	101267	19338
8600000US01375	ZCTA5 01375	01375	61102	7942	84851	25703
8600000US01376	ZCTA5 01376	01376	41496	9156	59821	9437
8600000US01378	ZCTA5 01378	01378	56250	9943	67686	5526
8600000US01379	ZCTA5 01379	01379	44531	14037	68530	20311
8600000US01420	ZCTA5 01420	01420	55277	4398	69203	3165
8600000US01430	ZCTA5 01430	01430	97561	19299	113980	13470
8600000US01431	ZCTA5 01431	01431	101357	9196	107607	9355
8600000US01432	ZCTA5 01432	01432	91156	17630	103949	8191
8600000US01434	ZCTA5 01434	01434	66477	63484	103693	32075
8600000US01436	ZCTA5 01436	01436	58458	14566	81575	19219
8600000US01438	ZCTA5 01438	01438	117917	80099	103009	31160
8600000US01440	ZCTA5 01440	01440	50239	4856	66620	4836
8600000US01450	ZCTA5 01450	01450	126883	12248	150606	13399
8600000US01451	ZCTA5 01451	01451	155515	11997	197465	26974
8600000US01452	ZCTA5 01452	01452	95530	10783	105091	8216
8600000US01453	ZCTA5 01453	01453	58205	3442	76754	3325
8600000US01460	ZCTA5 01460	01460	120638	9237	143603	9607
8600000US01462	ZCTA5 01462	01462	101510	6813	113569	9124
8600000US01463	ZCTA5 01463	01463	96750	6576	119833	9938
8600000US01464	ZCTA5 01464	01464	70542	4697	99016	13112
8600000US01467	ZCTA5 01467	01467	96806	91742	135641	90706
8600000US01468	ZCTA5 01468	01468	70438	16446	89960	14843
8600000US01469	ZCTA5 01469	01469	83602	6740	102455	10336
8600000US01473	ZCTA5 01473	01473	98714	7277	113449	11405
8600000US01474	ZCTA5 01474	01474	96750	17898	136120	34226
8600000US01475	ZCTA5 01475	01475	71895	13447	84674	9424
8600000US01501	ZCTA5 01501	01501	83441	3650	99167	4495
8600000US01503	ZCTA5 01503	01503	104063	15724	132350	16722
8600000US01504	ZCTA5 01504	01504	86513	12640	99879	7370
8600000US01505	ZCTA5 01505	01505	98520	8479	119053	10686
8600000US01506	ZCTA5 01506	01506	68125	11348	90221	11636
8600000US01507	ZCTA5 01507	01507	97805	8924	110976	8949
8600000US01510	ZCTA5 01510	01510	66094	7398	83269	6038
8600000US01515	ZCTA5 01515	01515	84444	6391	89692	6875
8600000US01516	ZCTA5 01516	01516	95567	4471	104320	5970
8600000US01518	ZCTA5 01518	01518	64732	36932	100478	18422
8600000US01519	ZCTA5 01519	01519	106644	13266	130158	12502
8600000US01520	ZCTA5 01520	01520	105772	4964	123838	5632
8600000US01521	ZCTA5 01521	01521	81680	5256	95053	8164
8600000US01522	ZCTA5 01522	01522	101089	5411	127360	25134
8600000US01523	ZCTA5 01523	01523	103857	13941	116842	17607
8600000US01524	ZCTA5 01524	01524	71645	13157	92142	16208
8600000US01525	ZCTA5 01525	01525	40888	9302	51491	19150
8600000US01527	ZCTA5 01527	01527	81804	8594	104680	9801
8600000US01529	ZCTA5 01529	01529	78704	7529	98656	9977
8600000US01531	ZCTA5 01531	01531	89167	11587	107679	15661
8600000US01532	ZCTA5 01532	01532	113608	10627	154347	12277
8600000US01534	ZCTA5 01534	01534	92181	19597	114506	11652
8600000US01535	ZCTA5 01535	01535	73599	5345	85607	7124
8600000US01536	ZCTA5 01536	01536	108175	9541	124935	10533
8600000US01537	ZCTA5 01537	01537	76389	10389	78072	9850
8600000US01540	ZCTA5 01540	01540	68750	8970	83768	6891
8600000US01541	ZCTA5 01541	01541	134191	12083	165998	18211
8600000US01542	ZCTA5 01542	01542	107806	11746	111247	16513
8600000US01543	ZCTA5 01543	01543	104050	8992	112333	8063
8600000US01545	ZCTA5 01545	01545	106108	4401	129554	5196
8600000US01550	ZCTA5 01550	01550	50787	3286	62978	3417
8600000US01560	ZCTA5 01560	01560	79583	18131	111389	12227
8600000US01561	ZCTA5 01561	01561	-	**	85720	38049
8600000US01562	ZCTA5 01562	01562	71830	6734	78836	5340
8600000US01564	ZCTA5 01564	01564	107348	22224	137440	15039
8600000US01566	ZCTA5 01566	01566	100600	11515	125087	15628
8600000US01568	ZCTA5 01568	01568	123942	9797	146652	13757
8600000US01569	ZCTA5 01569	01569	101266	6653	108745	6355
8600000US01570	ZCTA5 01570	01570	57924	7480	73864	5733
8600000US01571	ZCTA5 01571	01571	67117	5611	89644	8067
8600000US01581	ZCTA5 01581	01581	108767	9930	139391	7240
8600000US01583	ZCTA5 01583	01583	79375	17429	107040	10563
8600000US01585	ZCTA5 01585	01585	68578	9473	85963	9459
8600000US01588	ZCTA5 01588	01588	75495	9227	91039	8925
8600000US01590	ZCTA5 01590	01590	102439	10134	124900	8560
8600000US01602	ZCTA5 01602	01602	61710	2941	81485	3968
8600000US01603	ZCTA5 01603	01603	38701	2564	59029	4800
8600000US01604	ZCTA5 01604	01604	53270	2469	69097	3312
8600000US01605	ZCTA5 01605	01605	37857	4231	55155	3830
8600000US01606	ZCTA5 01606	01606	66130	6536	82004	6526
8600000US01607	ZCTA5 01607	01607	46974	13563	57551	5444
8600000US01608	ZCTA5 01608	01608	24181	8426	33694	5388
8600000US01609	ZCTA5 01609	01609	44943	2537	82154	8956
8600000US01610	ZCTA5 01610	01610	34005	2539	45316	3597
8600000US01611	ZCTA5 01611	01611	92898	12373	101899	15547
8600000US01612	ZCTA5 01612	01612	99875	24973	131047	11791
8600000US01701	ZCTA5 01701	01701	111169	5952	132278	7001
8600000US01702	ZCTA5 01702	01702	57186	4202	76098	3863
8600000US01718	ZCTA5 01718	01718	164402	62092	157821	35535
8600000US01719	ZCTA5 01719	01719	108207	15005	140407	11245
8600000US01720	ZCTA5 01720	01720	137147	7030	165998	7630
8600000US01721	ZCTA5 01721	01721	121406	14153	136571	8249
8600000US01730	ZCTA5 01730	01730	129726	10296	163587	12675
8600000US01731	ZCTA5 01731	01731	97305	10091	104475	12584
8600000US01740	ZCTA5 01740	01740	155093	17417	174038	16336
8600000US01741	ZCTA5 01741	01741	171625	30952	240930	27761
8600000US01742	ZCTA5 01742	01742	141068	7048	195692	13220
8600000US01745	ZCTA5 01745	01745	125139	7858	124938	21992
8600000US01746	ZCTA5 01746	01746	125625	13680	157110	9885
8600000US01747	ZCTA5 01747	01747	107550	4379	109996	9703
8600000US01748	ZCTA5 01748	01748	166156	12590	190259	11642
8600000US01749	ZCTA5 01749	01749	87806	6449	106042	5145
8600000US01752	ZCTA5 01752	01752	79228	3487	100656	4696
8600000US01754	ZCTA5 01754	01754	101324	7519	121375	11427
8600000US01756	ZCTA5 01756	01756	132063	22815	161517	25734
8600000US01757	ZCTA5 01757	01757	82260	6731	94403	5007
8600000US01760	ZCTA5 01760	01760	109490	6223	143456	6471
8600000US01770	ZCTA5 01770	01770	180769	20485	221374	22374
8600000US01772	ZCTA5 01772	01772	147444	10076	191769	14580
8600000US01773	ZCTA5 01773	01773	137222	18224	201858	26500
8600000US01775	ZCTA5 01775	01775	145967	18568	164845	17284
8600000US01776	ZCTA5 01776	01776	176570	10277	223959	12648
8600000US01778	ZCTA5 01778	01778	174107	11069	223706	14789
8600000US01801	ZCTA5 01801	01801	88671	4867	104168	4712
8600000US01803	ZCTA5 01803	01803	105443	12567	130151	7371
8600000US01810	ZCTA5 01810	01810	148125	9205	186073	7966
8600000US01821	ZCTA5 01821	01821	103728	3668	116743	5381
8600000US01824	ZCTA5 01824	01824	119387	8512	136170	6218
8600000US01826	ZCTA5 01826	01826	88440	7247	100749	4655
8600000US01827	ZCTA5 01827	01827	131250	13582	157170	16769
8600000US01830	ZCTA5 01830	01830	62194	4135	81355	4631
8600000US01832	ZCTA5 01832	01832	66106	6044	82985	4960
8600000US01833	ZCTA5 01833	01833	128885	15741	136912	9843
8600000US01834	ZCTA5 01834	01834	97109	25237	112510	13678
8600000US01835	ZCTA5 01835	01835	75115	4413	90412	5693
8600000US01840	ZCTA5 01840	01840	22092	2045	44020	7076
8600000US01841	ZCTA5 01841	01841	40230	2829	52289	2891
8600000US01843	ZCTA5 01843	01843	49443	4601	62409	3926
8600000US01844	ZCTA5 01844	01844	74912	4311	94101	3437
8600000US01845	ZCTA5 01845	01845	109371	6251	146547	7198
8600000US01850	ZCTA5 01850	01850	48331	5131	60908	5092
8600000US01851	ZCTA5 01851	01851	57029	4575	72914	3836
8600000US01852	ZCTA5 01852	01852	54377	4207	71574	4183
8600000US01854	ZCTA5 01854	01854	42293	6897	60852	3923
8600000US01860	ZCTA5 01860	01860	83508	16749	108311	10246
8600000US01862	ZCTA5 01862	01862	97234	12407	104971	8687
8600000US01863	ZCTA5 01863	01863	88542	19074	109314	9054
8600000US01864	ZCTA5 01864	01864	126818	10682	152083	10934
8600000US01867	ZCTA5 01867	01867	112836	11435	138257	7340
8600000US01876	ZCTA5 01876	01876	97853	3764	113964	7413
8600000US01879	ZCTA5 01879	01879	109485	7955	126782	11541
8600000US01880	ZCTA5 01880	01880	95954	4407	118976	7823
8600000US01886	ZCTA5 01886	01886	141173	7794	154239	6170
8600000US01887	ZCTA5 01887	01887	122813	8865	136610	8073
8600000US01890	ZCTA5 01890	01890	159536	7363	220498	9670
8600000US01901	ZCTA5 01901	01901	22788	9628	35010	6935
8600000US01902	ZCTA5 01902	01902	43956	2447	61318	2956
8600000US01904	ZCTA5 01904	01904	85309	7764	95352	4393
8600000US01905	ZCTA5 01905	01905	60417	3694	74779	5251
8600000US01906	ZCTA5 01906	01906	80253	7224	98449	4900
8600000US01907	ZCTA5 01907	01907	113078	8720	153226	13454
8600000US01908	ZCTA5 01908	01908	90741	14008	130144	20339
8600000US01913	ZCTA5 01913	01913	80721	4536	97711	5321
8600000US01915	ZCTA5 01915	01915	79483	4264	109747	5917
8600000US01921	ZCTA5 01921	01921	174340	25695	216543	25419
8600000US01922	ZCTA5 01922	01922	90489	24265	130679	25535
8600000US01923	ZCTA5 01923	01923	84842	6652	103974	4996
8600000US01929	ZCTA5 01929	01929	113469	11215	135147	18219
8600000US01930	ZCTA5 01930	01930	65377	4497	91768	5321
8600000US01937	ZCTA5 01937	01937	-	**	-	**
8600000US01938	ZCTA5 01938	01938	90557	7259	117818	9934
8600000US01940	ZCTA5 01940	01940	119876	15765	162028	12673
8600000US01944	ZCTA5 01944	01944	124025	18804	180589	21586
8600000US01945	ZCTA5 01945	01945	115511	10062	170933	13464
8600000US01949	ZCTA5 01949	01949	102604	27018	143463	16213
8600000US01950	ZCTA5 01950	01950	103220	8830	137592	9236
8600000US01951	ZCTA5 01951	01951	97083	14657	132780	25916
8600000US01952	ZCTA5 01952	01952	78355	4532	94126	12426
8600000US01960	ZCTA5 01960	01960	68214	3015	88380	2918
8600000US01966	ZCTA5 01966	01966	81681	9109	102211	8560
8600000US01969	ZCTA5 01969	01969	114063	21353	165590	45271
8600000US01970	ZCTA5 01970	01970	65495	3689	83314	4469
8600000US01982	ZCTA5 01982	01982	133333	25431	147832	10677
8600000US01983	ZCTA5 01983	01983	136812	16970	149219	14266
